,Hand
7589,"['9♠', '10♦', '7♦', '9♦', 'Q♥']"
7590,"['8♠', '2♣', '7♠', '6♠', '4♣']"
7591,"['8♦', 'A♥', '10♠', 'K♥', '9♠']"
7592,"['J♠', 'K♣', '8♦', '4♣', 'K♠']"
7593,"['10♠', '6♦', 'Q♣', '9♥', '3♣']"
7594,"['6♥', '10♣', 'Q♥', 'Q♣', 'J♦']"
7595,"['9♥', '6♠', 'A♦', '2♥', '5♥']"
7596,"['3♥', '9♣', '4♣', '10♠', 'Q♠']"
7597,"['3♦', '2♦', '6♦', 'K♠', '10♠']"
7598,"['7♣', 'K♣', '9♥', 'J♠', '5♦']"
7599,"['6♣', 'J♠', '6♥', '5♥', 'Q♠']"
7600,"['10♣', '8♥', '5♣', 'A♦', '8♦']"
7601,"['2♠', 'A♣', '6♥', 'J♣', 'K♠']"
7602,"['9♣', '2♣', '3♥', '3♠', 'A♦']"
7603,"['3♠', 'J♥', '10♦', 'A♦', '5♥']"
7604,"['7♦', '8♣', '2♠', '2♦', '3♦']"
7605,"['3♦', 'K♠', '7♣', '6♠', 'Q♣']"
7606,"['9♣', '2♣', '10♥', '9♠', '8♦']"
7607,"['4♥', 'J♥', '6♠', '8♥', '3♦']"
7608,"['Q♣', '8♠', '10♦', '7♥', '9♦']"
7609,"['4♠', 'J♣', '5♠', '9♥', '10♠']"
7610,"['2♦', '3♣', 'A♥', '9♦', '9♣']"
7611,"['7♦', '3♠', 'A♦', '8♠', '4♣']"
7612,"['K♠', 'K♥', 'Q♣', '7♦', 'A♦']"
7613,"['4♠', '7♠', 'J♥', '5♥', '8♠']"
7614,"['8♥', '5♦', '2♣', 'K♠', '10♣']"
7615,"['9♠', '7♣', '10♣', 'A♥', 'J♦']"
7616,"['5♥', '7♠', '7♥', '7♦', 'K♥']"
7617,"['5♣', 'J♣', '8♣', '5♠', '4♦']"
7618,"['J♣', '4♣', '3♦', 'K♦', '3♠']"
7619,"['A♦', '4♣', '4♥', '2♣', '8♣']"
7620,"['5♦', '2♥', '8♦', '8♥', '3♥']"
7621,"['9♣', '6♠', '8♠', '6♣', '10♥']"
7622,"['5♣', '2♦', '10♣', '4♠', 'Q♠']"
7623,"['8♣', '7♠', '3♠', '6♣', '8♥']"
7624,"['Q♥', '3♠', '4♣', '2♦', '2♣']"
7625,"['5♣', 'Q♠', 'Q♥', 'J♣', '10♣']"
7626,"['7♠', '8♦', 'J♣', 'J♦', '4♠']"
7627,"['3♦', '5♦', '10♦', '7♣', '2♠']"
7628,"['5♦', '6♦', 'A♥', '3♣', '6♠']"
7629,"['3♣', 'Q♣', '9♣', '7♠', 'J♠']"
7630,"['3♦', '10♠', '3♣', '6♣', 'J♣']"
7631,"['7♦', '6♣', '2♣', '6♥', '7♠']"
7632,"['8♣', 'K♣', '4♠', 'Q♣', '9♣']"
7633,"['8♦', '9♦', '2♥', 'J♠', 'J♦']"
7634,"['2♠', '4♥', '2♥', 'Q♦', '5♠']"
7635,"['8♠', '9♠', '7♦', '8♦', '4♠']"
7636,"['3♦', 'A♣', 'J♦', '6♥', 'Q♠']"
7637,"['Q♠', '9♦', '6♠', 'J♦', '9♥']"
7638,"['K♣', '9♠', '5♦', '4♥', '2♥']"
7639,"['3♣', '7♣', 'J♠', '2♠', 'K♠']"
7640,"['4♥', 'Q♣', 'Q♥', 'J♥', '4♠']"
7641,"['J♦', '5♠', 'Q♥', '6♥', 'K♥']"
7642,"['Q♦', '6♥', 'Q♠', '9♣', 'Q♥']"
7643,"['7♣', 'J♦', '6♥', 'Q♣', '9♦']"
7644,"['2♥', '3♣', '9♦', '7♠', 'Q♣']"
7645,"['10♣', '8♥', 'J♥', '5♥', '2♣']"
7646,"['5♠', '4♣', '2♦', '10♠', '10♦']"
7647,"['10♦', '3♥', 'A♦', 'A♣', '8♥']"
7648,"['7♥', '7♣', '3♠', '6♣', 'A♣']"
7649,"['K♥', '3♥', '2♣', 'K♣', '6♣']"
7650,"['5♠', '2♦', '4♥', '2♣', 'K♥']"
7651,"['Q♠', '10♠', '8♥', 'Q♥', '8♠']"
7652,"['Q♦', '9♦', '6♣', '3♠', 'K♣']"
7653,"['10♥', '3♦', '9♣', '5♣', '6♠']"
7654,"['8♣', '10♠', 'K♠', '4♠', '8♦']"
7655,"['A♦', '4♥', '6♠', 'A♣', '3♥']"
7656,"['9♦', 'K♣', '6♣', '5♣', '8♥']"
7657,"['A♣', '7♥', '5♥', 'Q♣', '3♠']"
7658,"['J♥', 'J♣', 'Q♣', 'J♠', '3♥']"
7659,"['7♣', '9♥', '6♥', 'J♠', '6♣']"
7660,"['K♣', '4♠', '8♦', 'A♦', 'J♦']"
7661,"['Q♣', '10♥', '3♠', 'K♣', '2♥']"
7662,"['10♦', '3♣', '2♥', '2♠', '10♠']"
7663,"['9♦', '10♣', 'Q♠', '9♣', '2♦']"
7664,"['5♥', 'J♦', '4♠', '10♠', '6♣']"
7665,"['K♠', '6♣', '7♦', '5♦', 'J♣']"
7666,"['10♠', 'Q♦', '5♦', '5♠', 'A♣']"
7667,"['9♣', '8♠', 'Q♣', 'K♠', '2♣']"
7668,"['7♠', '5♠', '7♣', '3♠', '9♣']"
7669,"['3♣', 'K♠', '4♣', 'A♣', '6♠']"
7670,"['2♣', '8♠', '10♣', '8♣', '10♦']"
7671,"['10♣', 'J♠', '4♠', '5♥', '9♦']"
7672,"['Q♥', '6♦', 'K♦', 'K♠', '7♥']"
7673,"['8♣', '6♥', '9♠', 'A♥', 'Q♦']"
7674,"['A♦', 'Q♦', '8♣', '2♠', 'J♣']"
7675,"['10♥', '8♣', '5♠', 'Q♥', '6♥']"
7676,"['K♣', '7♣', '4♥', '10♥', '2♣']"
7677,"['3♠', '10♥', 'A♥', '3♥', 'Q♥']"
7678,"['10♥', '6♣', '9♥', '9♠', 'A♣']"
7679,"['3♠', 'K♠', '8♦', '5♥', '4♦']"
7680,"['K♦', '2♣', 'K♣', 'Q♣', '7♠']"
7681,"['K♠', 'Q♣', '2♦', '4♥', '7♥']"
7682,"['Q♠', 'J♥', '9♥', '5♥', '10♠']"
7683,"['8♠', '2♣', '6♦', 'Q♦', '3♦']"
7684,"['7♥', 'J♠', '5♦', '2♥', '10♥']"
7685,"['4♦', '3♦', '9♦', '5♥', 'A♦']"
7686,"['4♣', '8♠', 'A♣', '7♥', 'K♥']"
7687,"['K♦', 'K♣', '9♦', '10♥', '6♥']"
7688,"['10♠', '6♥', 'J♦', '6♣', 'K♠']"
7689,"['6♦', '5♣', '3♠', '5♥', '3♣']"
7690,"['9♣', '10♣', 'K♥', '3♦', 'A♦']"
7691,"['K♥', 'A♣', '8♥', 'K♣', '10♣']"
7692,"['5♥', '6♥', '10♠', 'Q♦', 'Q♠']"
7693,"['Q♥', 'K♣', '4♣', 'K♦', '6♥']"
7694,"['2♠', '3♥', 'A♥', '6♠', '6♣']"
7695,"['2♠', '8♣', '3♥', 'A♥', '10♣']"
7696,"['2♦', '9♠', 'Q♠', 'K♣', '5♠']"
7697,"['3♠', 'J♣', '5♣', '6♥', 'A♦']"
7698,"['J♦', 'A♥', 'A♣', '10♦', 'J♠']"
7699,"['2♦', '9♣', 'J♠', 'Q♠', '8♠']"
7700,"['A♥', '10♣', 'J♠', '7♠', '8♠']"
7701,"['7♣', 'Q♦', '9♠', '5♠', '3♠']"
7702,"['7♥', 'A♣', '7♠', '10♣', '3♣']"
7703,"['2♠', 'Q♠', '7♠', 'A♦', 'Q♥']"
7704,"['9♠', '3♠', '2♥', '7♣', '10♦']"
7705,"['J♠', '9♠', '4♣', 'K♥', '6♥']"
7706,"['9♦', '8♣', '9♥', '3♦', 'Q♣']"
7707,"['A♥', '7♠', '2♦', '9♦', '3♦']"
7708,"['Q♥', 'A♥', '7♣', 'Q♠', '3♠']"
7709,"['J♥', '3♥', '6♣', '6♥', 'J♣']"
7710,"['10♦', '10♣', 'K♣', 'Q♥', '3♣']"
7711,"['K♠', '5♠', '6♣', '10♥', '2♥']"
7712,"['2♦', '7♦', 'J♦', '9♠', 'A♣']"
7713,"['A♦', '9♥', '8♣', 'A♣', '8♠']"
7714,"['A♦', '2♣', '9♦', '5♦', 'J♣']"
7715,"['K♠', 'J♦', '2♣', '7♠', '5♠']"
7716,"['6♠', '9♥', '5♣', '8♠', 'Q♥']"
7717,"['5♥', '8♥', 'Q♠', '7♦', '7♠']"
7718,"['9♣', '2♠', 'Q♣', '10♠', '7♥']"
7719,"['4♦', '2♣', '6♥', 'A♣', '2♠']"
7720,"['2♠', '8♦', 'Q♦', '9♠', '3♣']"
7721,"['7♠', '5♣', 'J♠', 'Q♣', '7♣']"
7722,"['8♠', 'Q♠', '6♦', 'Q♦', '6♠']"
7723,"['9♦', 'K♥', '5♥', 'A♦', '6♣']"
7724,"['6♣', 'Q♣', '9♥', '7♦', '2♠']"
7725,"['2♥', 'J♣', '2♦', '9♠', 'Q♣']"
7726,"['J♥', '3♣', '9♦', '6♥', '8♠']"
7727,"['9♥', '7♦', '9♦', '3♠', '5♠']"
7728,"['9♥', '4♦', 'Q♠', '9♦', '8♥']"
7729,"['9♠', '6♣', 'A♥', '3♦', '4♠']"
7730,"['A♦', 'J♥', '5♥', '10♣', '9♥']"
7731,"['J♠', 'K♣', '4♥', '2♠', '6♥']"
7732,"['3♣', '3♦', '8♣', '7♣', '5♥']"
7733,"['4♠', '10♣', '10♥', 'K♠', '4♥']"
7734,"['8♦', '8♠', '4♣', '3♣', 'A♥']"
7735,"['J♣', 'Q♦', 'A♥', 'J♦', '2♠']"
7736,"['5♠', '8♥', '6♦', 'K♦', '6♥']"
7737,"['6♠', '5♥', 'Q♦', '8♥', '4♠']"
7738,"['6♣', '8♦', '9♠', '2♥', '8♥']"
7739,"['5♠', 'Q♥', '4♥', '8♠', 'A♣']"
7740,"['Q♠', 'A♦', '4♥', 'K♠', 'J♠']"
7741,"['6♠', '8♣', 'K♥', '2♠', '5♣']"
7742,"['Q♥', '4♥', '9♣', '9♥', 'A♣']"
7743,"['4♥', '8♥', '10♣', '7♣', '9♦']"
7744,"['K♦', '10♦', '8♣', 'J♠', '5♥']"
7745,"['10♦', '7♠', 'A♥', '6♣', 'A♦']"
7746,"['3♣', '5♥', '5♦', '7♥', 'Q♣']"
7747,"['7♥', '4♦', '10♠', 'Q♠', 'A♣']"
7748,"['Q♥', 'J♣', 'Q♠', '3♦', 'Q♣']"
7749,"['5♥', 'K♦', '4♥', '7♥', '6♥']"
7750,"['2♦', '2♥', '8♦', 'A♦', '4♦']"
7751,"['2♣', '4♠', '7♠', '3♣', 'A♥']"
7752,"['2♣', 'Q♥', '4♥', 'Q♣', 'A♦']"
7753,"['Q♥', '5♠', '3♣', '2♥', '10♥']"
7754,"['10♠', 'J♣', 'Q♣', 'J♦', '9♠']"
7755,"['7♠', '2♥', '4♥', '6♥', '4♦']"
7756,"['8♠', 'A♣', '8♥', 'A♦', '4♠']"
7757,"['2♠', 'A♣', '5♦', '8♦', '3♦']"
7758,"['5♣', 'J♠', '6♦', '5♦', '8♣']"
7759,"['10♦', 'Q♠', '7♣', '4♣', 'K♠']"
7760,"['J♦', '4♥', 'K♣', '8♥', '8♠']"
7761,"['4♦', '7♥', '5♥', 'J♦', 'K♠']"
7762,"['4♠', 'J♣', '10♣', 'A♣', '7♣']"
7763,"['3♣', '5♣', 'J♣', '5♥', 'A♥']"
7764,"['2♥', '2♦', '3♣', '9♠', '2♠']"
7765,"['6♣', 'Q♥', '2♣', 'K♦', '9♠']"
7766,"['8♥', '5♥', 'Q♣', '4♠', '10♦']"
7767,"['7♣', '10♣', '8♠', '6♠', '3♣']"
7768,"['9♠', 'Q♠', 'Q♥', 'K♥', '9♦']"
7769,"['Q♣', '8♦', '2♠', '9♦', 'Q♥']"
7770,"['K♠', 'J♥', 'Q♠', 'K♥', '5♦']"
7771,"['A♥', '6♣', '7♦', '10♠', '9♥']"
7772,"['K♠', '4♥', 'J♠', '5♦', 'K♦']"
7773,"['3♥', '4♣', '9♦', '8♠', 'K♠']"
7774,"['9♠', 'J♦', '4♠', 'Q♠', '10♠']"
7775,"['3♠', 'K♠', '3♥', 'J♠', 'K♦']"
7776,"['4♥', 'K♣', '8♣', '9♥', '3♣']"
7777,"['4♥', '6♦', '10♣', 'Q♣', '2♣']"
7778,"['7♣', '2♦', 'A♥', 'Q♣', '2♥']"
7779,"['9♥', '5♠', 'Q♥', '6♠', 'Q♦']"
7780,"['6♦', '6♣', '10♠', '5♠', 'Q♥']"
7781,"['5♠', '4♠', '3♦', '3♠', 'K♦']"
7782,"['8♦', '9♠', '10♣', '2♠', 'A♥']"
7783,"['9♣', 'Q♥', '8♠', 'Q♠', '4♠']"
7784,"['5♣', '5♥', 'Q♥', '4♣', 'J♠']"
7785,"['4♥', 'Q♥', '3♣', '2♥', 'A♦']"
7786,"['K♠', '10♥', '7♣', '3♦', '6♥']"
7787,"['6♠', '2♥', '4♣', '9♠', '8♠']"
7788,"['9♥', '7♠', 'K♠', 'J♣', '2♦']"
7789,"['K♦', 'J♠', '6♥', '6♠', 'J♥']"
7790,"['3♣', '4♣', '4♥', '9♠', 'Q♠']"
7791,"['3♥', '2♦', 'A♦', '10♥', 'J♣']"
7792,"['3♦', '3♠', 'K♥', '4♣', '5♠']"
7793,"['2♦', '8♦', '3♠', 'J♠', '7♥']"
7794,"['9♥', '6♥', '9♦', '10♣', '10♦']"
7795,"['5♠', '9♠', '9♥', '9♣', '3♣']"
7796,"['5♥', '3♥', '10♠', '3♠', '6♠']"
7797,"['9♦', '7♥', '3♠', '9♥', '3♣']"
7798,"['Q♣', 'A♣', '5♠', '5♣', '3♠']"
7799,"['A♦', 'J♥', 'A♣', 'K♣', 'Q♣']"
7800,"['K♥', '2♣', '5♦', '10♠', 'Q♥']"
7801,"['8♠', '5♠', 'J♦', '8♣', '4♥']"
7802,"['6♦', 'K♠', '8♠', '4♠', '8♦']"
7803,"['6♣', 'J♠', '7♠', '10♦', '8♣']"
7804,"['6♠', '2♦', '3♥', '5♣', 'Q♣']"
7805,"['J♥', 'Q♦', '5♣', '7♦', '2♣']"
7806,"['2♠', '4♣', '2♦', '2♥', 'J♠']"
7807,"['10♦', '2♥', '8♠', 'Q♣', 'K♣']"
7808,"['5♠', 'K♠', 'A♦', 'J♦', '4♠']"
7809,"['7♦', '2♣', '8♥', '2♠', '9♦']"
7810,"['5♦', '4♣', '7♣', '6♣', '10♦']"
7811,"['4♠', '9♣', 'J♥', '9♥', 'Q♥']"
7812,"['Q♣', '6♠', '5♣', '4♦', 'K♦']"
7813,"['Q♣', '9♣', '8♠', '2♦', '7♦']"
7814,"['6♦', '3♣', 'Q♥', '3♥', '6♠']"
7815,"['J♠', '7♣', '6♣', '3♠', '5♠']"
7816,"['5♣', 'K♥', '10♦', '2♠', 'J♦']"
7817,"['K♥', '6♦', '3♣', '7♦', '7♠']"
7818,"['2♥', 'J♦', '3♠', '7♣', 'Q♠']"
7819,"['K♠', '3♣', '6♥', 'A♣', '9♦']"
7820,"['J♣', 'A♦', '9♦', '8♦', 'Q♣']"
7821,"['3♦', '3♠', '2♠', '10♥', 'Q♥']"
7822,"['9♦', '8♥', 'A♥', 'J♥', '9♠']"
7823,"['3♥', '9♦', 'J♠', 'A♦', 'Q♥']"
7824,"['8♥', '6♥', 'Q♠', '4♠', 'J♣']"
7825,"['10♥', '4♣', '6♥', '8♦', '6♣']"
7826,"['2♦', '4♥', 'K♥', '3♠', '9♣']"
7827,"['5♠', 'J♦', '3♣', '9♣', '9♦']"
7828,"['5♥', 'K♦', '9♥', '5♦', '10♦']"
7829,"['2♥', '6♦', 'Q♦', '8♣', '10♥']"
7830,"['4♠', '4♥', 'A♦', '7♠', '5♥']"
7831,"['4♦', '5♥', 'A♦', '3♦', '7♦']"
7832,"['5♠', '5♣', '4♠', 'J♣', '2♠']"
7833,"['8♠', 'Q♦', '6♥', '9♣', '3♣']"
7834,"['J♠', '9♣', 'A♥', 'Q♦', '6♠']"
7835,"['Q♠', '7♥', 'K♠', '10♠', '2♦']"
7836,"['5♥', '7♦', '5♦', '4♦', '5♣']"
7837,"['2♦', 'A♥', '2♥', '3♥', '4♥']"
7838,"['10♠', '5♣', '8♠', '4♣', 'K♠']"
7839,"['Q♥', 'A♥', 'A♣', '9♠', '4♠']"
7840,"['J♦', 'K♥', '5♥', 'K♣', 'J♣']"
7841,"['2♣', '6♦', '5♠', 'Q♣', '3♣']"
7842,"['Q♣', '4♦', '10♣', 'A♥', 'J♠']"
7843,"['6♦', '5♦', '5♠', '8♠', '6♠']"
7844,"['7♠', 'J♠', '5♣', '8♠', 'K♠']"
7845,"['3♦', '10♣', '7♣', '7♥', '4♣']"
7846,"['Q♦', '3♥', '4♦', '9♥', 'K♣']"
7847,"['2♣', 'Q♣', '4♠', '7♦', '3♥']"
7848,"['K♥', '3♣', '3♥', '9♦', '5♥']"
7849,"['4♦', '4♣', '10♣', '5♣', 'K♥']"
7850,"['3♠', 'J♠', '4♥', '2♦', '10♥']"
7851,"['J♠', '5♣', 'Q♠', '8♦', '5♥']"
7852,"['6♥', 'A♣', 'Q♦', '3♣', '10♠']"
7853,"['J♠', 'J♦', '5♥', '4♠', '2♥']"
7854,"['Q♦', '10♠', '5♥', '4♦', '2♠']"
7855,"['Q♠', '10♠', '9♥', '8♦', '4♠']"
7856,"['9♣', '8♥', '3♦', '9♠', '10♥']"
7857,"['Q♣', '7♥', '8♥', 'J♠', 'A♣']"
7858,"['8♥', '3♠', 'Q♣', 'K♠', '2♥']"
7859,"['9♥', '7♥', '8♦', '5♣', 'K♥']"
7860,"['6♠', '5♦', '3♣', 'Q♥', '8♦']"
7861,"['9♦', 'J♥', '6♦', '5♦', '8♠']"
7862,"['4♠', 'J♠', '9♦', '6♣', '9♠']"
7863,"['2♠', '6♦', '7♦', 'Q♦', 'K♦']"
7864,"['10♠', 'K♣', 'J♠', 'J♦', '8♠']"
7865,"['7♥', 'A♦', '2♦', '5♣', 'Q♥']"
7866,"['8♥', '8♠', '6♣', '5♠', 'Q♣']"
7867,"['6♥', 'K♥', 'K♠', 'Q♣', '7♥']"
7868,"['10♦', '5♠', '5♥', '3♣', 'J♣']"
7869,"['Q♦', 'A♣', '3♠', '8♦', 'J♠']"
7870,"['3♥', '4♥', '8♦', '3♣', '4♠']"
7871,"['5♥', 'J♠', '4♠', 'Q♠', '2♥']"
7872,"['4♠', '2♣', '3♥', '7♦', '7♠']"
7873,"['8♦', '6♥', 'Q♠', 'A♥', 'Q♦']"
7874,"['2♥', '9♥', '4♦', '2♠', 'K♥']"
7875,"['4♥', '7♦', '9♠', 'K♥', '5♥']"
7876,"['2♣', '2♦', 'Q♦', 'Q♥', '10♥']"
7877,"['2♥', '3♦', '3♥', '10♥', '3♣']"
7878,"['2♦', '5♠', '8♦', '9♦', '3♣']"
7879,"['3♣', '3♠', '6♦', '2♣', '10♠']"
7880,"['8♣', 'Q♦', '8♦', '3♣', 'J♥']"
7881,"['A♦', 'K♠', 'J♥', '8♣', '9♦']"
7882,"['3♣', '3♥', 'A♣', '2♥', '5♦']"
7883,"['2♠', '5♥', '6♠', 'Q♥', '8♦']"
7884,"['2♠', 'Q♣', '9♣', '10♥', 'J♣']"
7885,"['2♥', '7♥', 'K♣', '5♣', '7♣']"
7886,"['8♠', '5♥', '7♠', 'K♠', '8♣']"
7887,"['Q♥', '7♦', '5♥', '4♣', 'A♥']"
7888,"['A♣', '10♠', '10♥', '4♦', '9♣']"
7889,"['6♣', '8♦', '4♠', '8♣', 'Q♦']"
7890,"['7♦', '2♥', 'Q♥', '3♦', '9♥']"
7891,"['9♣', '10♥', '5♠', '8♣', '2♦']"
7892,"['5♠', 'Q♠', '6♦', 'Q♣', 'K♥']"
7893,"['8♣', '6♠', '10♦', '7♦', '5♥']"
7894,"['9♥', '3♥', '3♦', 'Q♥', 'J♦']"
7895,"['3♣', '10♣', '5♠', 'J♠', '9♦']"
7896,"['2♣', '3♦', 'Q♣', '8♠', '9♠']"
7897,"['8♠', '9♥', '2♥', '7♠', '4♠']"
7898,"['3♠', '3♦', '2♥', '5♣', 'K♠']"
7899,"['4♣', '7♥', '9♦', '3♣', '6♣']"
7900,"['7♠', '6♣', '5♣', '4♠', '10♦']"
7901,"['10♦', 'K♣', '6♠', 'J♣', '9♣']"
7902,"['5♣', 'J♦', '2♠', 'K♦', 'K♠']"
7903,"['6♥', 'J♠', 'A♦', 'A♣', '6♠']"
7904,"['J♠', 'K♥', '2♦', '7♥', 'Q♠']"
7905,"['3♦', '10♠', '10♦', 'Q♥', '8♦']"
7906,"['3♥', '4♣', '6♥', '8♠', 'Q♣']"
7907,"['3♥', '10♥', '8♠', '7♦', '4♣']"
7908,"['K♦', '3♦', '5♣', '9♥', '9♣']"
7909,"['A♦', '5♥', '5♦', '7♠', 'Q♠']"
7910,"['10♠', '4♣', '7♣', 'Q♦', 'A♥']"
7911,"['10♥', '7♥', '5♣', 'A♥', 'J♥']"
7912,"['8♥', '5♣', 'Q♠', '2♠', '3♠']"
7913,"['2♠', '5♦', 'K♣', '8♠', '7♥']"
7914,"['9♣', '5♦', 'K♠', 'Q♣', '5♠']"
7915,"['A♣', '10♣', 'J♠', '9♣', 'Q♠']"
7916,"['K♥', '6♠', '2♠', '3♠', '7♣']"
7917,"['5♦', '8♠', '9♥', 'K♦', '10♦']"
7918,"['J♠', '10♣', 'J♥', 'K♦', '8♣']"
7919,"['4♣', '5♣', '10♥', '2♠', '8♣']"
7920,"['2♥', '2♣', '10♥', 'J♦', 'Q♠']"
7921,"['4♥', '6♣', '6♥', 'J♥', '6♦']"
7922,"['10♠', '5♠', '7♣', '2♣', 'A♣']"
7923,"['7♣', 'K♦', 'Q♠', 'Q♥', '5♣']"
7924,"['2♥', 'Q♥', '7♥', '6♠', '7♦']"
7925,"['K♥', '2♠', 'J♥', '4♦', '6♥']"
7926,"['K♥', '6♥', '5♣', '7♣', 'Q♠']"
7927,"['6♣', '10♦', '8♥', '6♦', '6♠']"
7928,"['3♦', '9♠', 'J♥', '4♦', '5♠']"
7929,"['K♣', 'J♦', '2♦', 'K♦', 'J♣']"
7930,"['6♥', 'J♠', '3♦', '3♠', 'J♥']"
7931,"['J♣', '6♦', '8♣', '4♦', 'K♣']"
7932,"['9♠', 'Q♥', '8♠', '9♣', '4♠']"
7933,"['Q♠', '10♣', 'J♦', '5♥', 'J♣']"
7934,"['6♠', 'Q♥', '6♥', 'K♦', '8♥']"
7935,"['7♦', '6♠', '6♦', '5♠', '2♥']"
7936,"['K♠', '5♥', '3♦', '3♣', '4♣']"
7937,"['2♠', '3♣', '3♠', '7♦', '8♠']"
7938,"['Q♦', '6♦', 'K♦', '3♥', 'Q♣']"
7939,"['6♠', '3♣', '2♦', '8♦', '8♥']"
7940,"['Q♠', '9♦', '5♦', '6♦', '9♣']"
7941,"['6♠', '7♠', '2♥', '3♦', '7♥']"
7942,"['8♣', '10♥', '3♥', 'J♥', '3♦']"
7943,"['5♠', '9♦', '7♦', '6♥', 'J♠']"
7944,"['8♠', '3♠', '7♥', '5♣', '4♣']"
7945,"['8♦', '3♣', '3♦', '5♠', '5♦']"
7946,"['J♣', '6♦', '3♠', 'A♣', '5♣']"
7947,"['8♦', 'J♠', 'A♣', 'Q♦', '5♦']"
7948,"['Q♠', '7♠', 'K♣', '8♣', '9♣']"
7949,"['Q♦', '7♥', '10♥', '8♣', '3♣']"
7950,"['5♥', '3♥', 'K♣', '9♣', '8♥']"
7951,"['10♠', '3♣', '4♠', '10♦', '10♥']"
7952,"['4♠', 'J♥', 'Q♣', '7♠', '2♦']"
7953,"['9♥', '10♠', '5♥', '4♠', '3♥']"
7954,"['7♠', 'J♠', 'K♦', '10♣', '9♥']"
7955,"['3♦', '6♦', 'A♣', '6♠', '4♦']"
7956,"['4♦', 'K♥', '10♥', '8♥', '4♥']"
7957,"['Q♦', '3♠', '7♠', '2♥', '9♣']"
7958,"['Q♥', '10♦', '5♦', '6♥', 'J♠']"
7959,"['9♦', '5♠', '2♦', '4♦', '2♣']"
7960,"['8♣', '7♣', '3♠', 'Q♣', '5♠']"
7961,"['J♠', 'J♣', 'K♠', '4♥', 'A♦']"
7962,"['J♠', '4♣', '7♣', 'Q♥', '3♠']"
7963,"['6♥', 'A♥', '7♥', '3♥', 'K♦']"
7964,"['9♠', '5♦', '2♠', '4♥', 'K♦']"
7965,"['5♥', '7♣', '6♠', '8♣', '4♥']"
7966,"['9♣', '3♦', '6♣', '6♠', '4♥']"
7967,"['4♦', '10♥', '9♦', '6♣', '3♠']"
7968,"['2♣', 'Q♦', '10♥', 'Q♥', '4♣']"
7969,"['A♦', 'A♣', '9♠', '10♥', 'J♥']"
7970,"['9♠', '2♣', '8♠', '6♥', 'K♠']"
7971,"['10♥', '3♠', 'K♠', '4♠', 'Q♦']"
7972,"['A♦', '3♥', '5♥', '10♣', 'K♦']"
7973,"['A♦', 'Q♠', '9♦', 'K♥', '10♠']"
7974,"['5♥', '6♠', '10♥', 'K♠', '2♣']"
7975,"['5♥', '9♥', '5♣', '9♣', 'J♠']"
7976,"['9♥', '7♠', '5♦', '8♣', '6♥']"
7977,"['Q♣', '3♠', 'A♣', 'K♥', '6♥']"
7978,"['5♣', '6♠', '6♣', 'Q♥', 'K♠']"
7979,"['10♠', '6♦', '10♦', '9♣', '2♥']"
7980,"['5♥', '2♦', '6♠', '3♣', 'Q♥']"
7981,"['A♦', '3♥', 'Q♣', '9♣', 'K♠']"
7982,"['10♠', 'J♣', '4♥', '8♦', 'J♦']"
7983,"['6♠', 'Q♣', 'K♥', 'A♥', '4♣']"
7984,"['10♠', 'J♠', 'Q♥', '7♦', '7♠']"
7985,"['7♠', '5♥', 'K♥', '5♦', '8♠']"
7986,"['A♦', '5♥', '3♥', '8♠', 'Q♥']"
7987,"['K♦', '4♠', '5♦', 'A♥', '6♥']"
7988,"['7♠', '3♣', '2♦', 'K♥', '5♥']"
7989,"['6♦', '2♠', 'J♥', 'Q♠', '2♥']"
7990,"['K♦', '4♥', '7♠', '8♠', '2♦']"
7991,"['A♦', 'J♦', '5♠', '9♣', '3♠']"
7992,"['5♦', '8♦', '3♦', 'K♠', 'J♣']"
7993,"['J♣', 'A♣', '10♦', 'Q♠', '7♣']"
7994,"['K♠', '10♣', '5♣', '5♦', '3♥']"
7995,"['10♠', '7♥', '6♣', '2♥', '9♠']"
7996,"['Q♥', 'J♦', '9♦', '2♥', 'K♠']"
7997,"['8♥', '3♦', '10♥', 'J♥', 'K♥']"
7998,"['10♣', '4♣', 'K♠', 'Q♥', '3♠']"
7999,"['2♥', '10♣', '5♠', '6♠', '5♦']"
8000,"['J♠', '4♣', '6♦', '4♠', 'A♣']"
8001,"['4♠', '5♣', '7♥', '6♣', '5♥']"
8002,"['K♠', 'J♠', 'K♣', 'J♣', '5♣']"
8003,"['3♣', 'A♦', '9♠', '10♦', '7♠']"
8004,"['K♥', 'K♠', '10♣', '4♥', '7♠']"
8005,"['8♦', '6♦', '7♦', '2♣', '7♥']"
8006,"['Q♠', 'K♦', 'Q♥', '4♥', '7♥']"
8007,"['5♥', '8♦', '5♣', '10♦', '10♣']"
8008,"['K♦', '2♦', '5♣', '10♦', '10♠']"
8009,"['A♥', '6♦', 'J♣', '9♦', '10♣']"
8010,"['8♠', '6♣', '2♣', 'Q♠', 'J♥']"
8011,"['K♣', 'J♥', '3♥', '5♦', 'J♦']"
8012,"['3♠', 'A♣', '6♣', '5♠', '4♣']"
8013,"['3♦', '5♠', '7♦', 'K♣', '2♦']"
8014,"['5♠', '6♦', 'K♠', 'Q♣', 'J♠']"
8015,"['K♠', '8♦', 'K♦', '9♠', '9♣']"
8016,"['7♣', '3♣', 'Q♣', '8♦', 'J♥']"
